xAgua;xEtanol;xDEC;908,1;914;920;927;933;939;945;951,46;958;964;970;976;982;989;995;1.001;1007,21;1.013;1.020;1.026;1.032;1.038;1.044;1050,57;1.057;1.063;1.069;1.075;1.082;1.088;1.094;1.100;1.106;1.113;1.119;1.125;1.131;1.137;1.143;1149,68;1.156;1.162;1.168;1.174;1.181;1.187;1193,04;1.199;1.205;1.212;1.218;1.224;1.230;1.236;1.243;1.249;1.255;1.261;1.267;1.274;1.280;1.286;1292,15;1.298;1.305;1.311;1.317;1.323;1.329;1335,51;1.342;1.348;1.354;1.360;1.366;1.373;1.379;1.385;1391,26;1.397;1.404;1.410;1.416;1.422;1.428;1434,62;1.441;1.447;1.453;1.459;1.466;1.472;1.478;1.484;1.490;1.497;1.503;1.509;1.515;1.521;1.528;1533,73;1.540;1.546;1.552;1.559;1.565;1.571;1577,09;1.583;1.589;1.596;1.602;1.608;1.614;1.620;1.627;1.633;1.639;1.645;1.651;1.658;1.664;1.670;1676,2
0,109202452;0,443840146;0,44695738;0;0;0;-0,035489809;-0,028431138;-0,021888284;-0,015950946;-0,011178884;-0,007660985;-0,005271881;-0,003876264;-0,00312758;-0,002673089;-0,002302589;-0,002106598;-0,002134186;-0,002379087;-0,00265981;-0,002839178;-0,002845286;-0,002624513;-0,002285084;-0,001955537;-0,001704829;-0,001490414;-0,001292961;-0,001092868;-0,000872817;-0,000628672;-0,000295677;0,000212095;0,001024953;0,002462748;0,005082428;0,008867613;0,012719721;0,015675528;0,018025914;0,020396208;0,023268677;0,027503809;0,030265195;0,027091261;0,015633982;0,000947308;-0,012394577;-0,021488648;-0,023651745;-0,020271642;-0,01546185;-0,013402283;-0,012517436;-0,01136018;-0,009758635;-0,008020344;-0,006428896;-0,005153839;-0,004227016;-0,003521201;-0,002810434;-0,002008567;-0,001026778;0,000194702;0,001717408;0,003632857;0,006106894;0,009411113;0,013874404;0,019950263;0,026710348;0,03181069;0,034826342;0,036605489;0,038139027;0,041126963;0,046957709;0,056224085;0,068400554;0,081844531;0,092935443;0,097724766;0,093990825;0,080789208;0,060327888;0,038729917;0,021291077;0,009258866;0,000879809;-0,006186515;-0,013395742;-0,020864513;-0,027380358;-0,031505603;-0,032652207;-0,031626687;-0,029614527;-0,027096223;-0,024149943;-0,020830022;-0,017224608;-0,013484819;-0,009874851;-0,006805796;-0,004559042;-0,003398666;-0,00352704;-0,004964493;-0,007571781;-0,011010418;-0,014728377;-0,018087907;-0,020715907;-0,022526354;-0,02364769;-0,024161421;-0,023954228;-0,022647167;-0,019736614;-0,014472826;-0,005844047;0,007157847;0,024688952;0;0;0
0,105293132;0,80927974;0,085427135;0;0;0;-0,041031055;-0,0331279;-0,0254937;-0,018452086;-0,01280954;-0,008760303;-0,005993931;-0,004161155;-0,00298931;-0,002187852;-0,001540071;-0,001198491;-0,0012504;-0,001645413;-0,002158272;-0,002567503;-0,002745362;-0,002621132;-0,002300183;-0,001969805;-0,001728555;-0,001574352;-0,001462574;-0,001338728;-0,001192179;-0,001003073;-0,000758225;-0,000413166;0,000145811;0,001156868;0,003187889;0,006605973;0,010583513;0,013485191;0,015448553;0,017512998;0,020235658;0,024530964;0,031028979;0,033372242;0,026729211;0,014468591;0,001429678;-0,009896917;-0,017162949;-0,017680507;-0,015779072;-0,015919976;-0,016831765;-0,016330598;-0,014318856;-0,011620449;-0,009029528;-0,007048347;-0,005797469;-0,005051146;-0,004397313;-0,003545841;-0,002442459;-0,00102217;0,000697971;0,002715371;0,005100089;0,008027453;0,011824155;0,017085707;0,023738053;0,02965356;0,034038432;0,037437525;0,040157277;0,04312031;0,047041163;0,053069666;0,061841175;0,072549336;0,082400054;0,088847332;0,09088257;0,087047018;0,077760264;0,067250669;0,058867604;0,051837105;0,044411328;0,035422735;0,025011849;0,013824038;0,003443722;-0,004680473;-0,010202531;-0,013792995;-0,01647355;-0,018076036;-0,018442899;-0,017400693;-0,015014697;-0,011405904;-0,007080309;-0,002595931;0,001463659;0,004362278;0,005304519;0,003928743;8,75E-05;-0,005980968;-0,013518356;-0,021419659;-0,028770387;-0,034998544;-0,039749105;-0,042967964;-0,04443121;-0,04393705;-0,041300945;-0,036292866;-0,028710388;-0,018118283;-0,003920857;0;0;0
0,092756711;0,272372901;0,63487041;0;0;0;-0,031241261;-0,025095809;-0,019560231;-0,014554382;-0,010401093;-0,007218143;-0,005070818;-0,003883655;-0,003252331;-0,002855396;-0,002473434;-0,002214354;-0,002178803;-0,002334743;-0,002560643;-0,002701088;-0,002693538;-0,002476871;-0,002154907;-0,001857986;-0,001613444;-0,001384515;-0,00115917;-0,00092991;-0,000690558;-0,000427988;-5,07E-05;0,000528608;0,00147218;0,003123425;0,006018271;0,009911559;0,013637528;0,016528135;0,019001814;0,021523409;0,024577217;0,028928166;0,030197708;0,024023792;0,009942081;-0,006244675;-0,019984759;-0,02807961;-0,027665068;-0,021840395;-0,015555004;-0,012280305;-0,010428523;-0,008881196;-0,007411615;-0,006079556;-0,004934597;-0,003994254;-0,00323341;-0,002577081;-0,001919683;-0,001208531;-0,000385365;0,000621976;0,001891748;0,00356712;0,005881546;0,009155793;0,013840878;0,020360924;0,027415823;0,032439407;0,035050038;0,03608875;0,036598958;0,038382445;0,043255657;0,051990137;0,063673109;0,076056294;0,085213654;0,087118395;0,079192132;0,061779656;0,038062759;0,014760375;-0,002760084;-0,013456559;-0,019359924;-0,023689441;-0,027724857;-0,031999517;-0,03561477;-0,037039306;-0,035743792;-0,032579809;-0,028807091;-0,025013022;-0,02134604;-0,017907215;-0,014696164;-0,011743033;-0,009156881;-0,007167825;-0,005930409;-0,005498745;-0,005837595;-0,006818551;-0,008266556;-0,009949804;-0,011471267;-0,012495309;-0,012927241;-0,012908307;-0,01267659;-0,01233374;-0,0117595;-0,010493879;-0,007847009;-0,002771711;0,006004313;0,019665975;0,038095899;0;0;0
0,093054257;0,363251567;0,543694198;0;0;0;-0,033210442;-0,026683258;-0,020717088;-0,01532816;-0,010885565;-0,00756897;-0,005278469;-0,003919233;-0,003233151;-0,002808544;-0,002449775;-0,002207006;-0,002210768;-0,002401201;-0,00263569;-0,002792909;-0,002792672;-0,00259874;-0,002276269;-0,001979009;-0,001725436;-0,001506921;-0,00129196;-0,001081035;-0,000857713;-0,000613647;-0,000277092;0,00027014;0,001142325;0,002676918;0,005413408;0,009233848;0,012980683;0,015853979;0,018236566;0,020682246;0,02370115;0,028207805;0,030151404;0,025692681;0,012942517;-0,002553673;-0,016179163;-0,024841661;-0,025610702;-0,021198485;-0,015543558;-0,012891411;-0,011565695;-0,010253647;-0,008740786;-0,007207919;-0,005827609;-0,004707113;-0,003863065;-0,003183469;-0,002496946;-0,001744749;-0,000852084;0,000237439;0,001597562;0,003339475;0,005681761;0,008934525;0,013484202;0,019785484;0,026734563;0,031851176;0,034685105;0,036058009;0,036909457;0,038927458;0,043719918;0,052094236;0,06348379;0,076085746;0,086188331;0,089771293;0,084415861;0,069261804;0,047404982;0,025053978;0,007666025;-0,003575124;-0,010471012;-0,015619081;-0,020863416;-0,026161183;-0,030735677;-0,033120148;-0,03280282;-0,03059105;-0,027682027;-0,024551515;-0,021298619;-0,017984947;-0,014654415;-0,011386048;-0,008355288;-0,005900737;-0,004249528;-0,003567934;-0,003905958;-0,005227566;-0,007364927;-0,010043455;-0,012769718;-0,01505884;-0,016657649;-0,017593956;-0,018050861;-0,018107265;-0,017689038;-0,016376007;-0,013593622;-0,008397519;0,000346713;0,013744867;0,031874158;0;0;0
0,092692807;0,453869402;0,453437805;0;0;0;-0,035365574;-0,028417021;-0,02202756;-0,016220015;-0,011422571;-0,007893311;-0,005458431;-0,003965274;-0,003167983;-0,002680802;-0,002282353;-0,002017523;-0,002059257;-0,002293624;-0,00258626;-0,002784031;-0,002818872;-0,00261264;-0,002275153;-0,0019489;-0,001682889;-0,001476591;-0,001283087;-0,001099726;-0,000903951;-0,000691964;-0,000382587;0,000120579;0,000939178;0,002368744;0,004958193;0,008687073;0,012456708;0,01530721;0,017598458;0,020009285;0,023031976;0,027502807;0,030547833;0,0275515;0,016063269;0,001198258;-0,0123481;-0,021592064;-0,023803666;-0,020357858;-0,015470283;-0,013403049;-0,012572628;-0,011471804;-0,009887464;-0,008132657;-0,006517699;-0,005224072;-0,004291841;-0,003594395;-0,002912643;-0,00213621;-0,001197124;-4,08E-05;0,001393114;0,003196697;0,005553756;0,008746495;0,013142981;0,019225836;0,02610643;0,031358171;0,034465518;0,036172494;0,037275545;0,039277077;0,043621939;0,051244412;0,061935343;0,074310839;0,084965631;0,090050325;0,08716163;0,075074703;0,055832233;0,035454121;0,019110128;0,007971622;0,000449367;-0,005654626;-0,011833984;-0,018284693;-0,023928937;-0,027452325;-0,028334942;-0,027324228;-0,025497995;-0,023284171;-0,020676326;-0,017689677;-0,014402771;-0,010940421;-0,007557284;-0,004643615;-0,002525903;-0,001471447;-0,001677534;-0,003184589;-0,005883394;-0,009485276;-0,013417248;-0,017037943;-0,019930556;-0,021982513;-0,023277577;-0,023875402;-0,023707241;-0,022415469;-0,019502938;-0,014224177;-0,005581841;0,007445717;0,0250457;0;0;0
0,089289278;0,637889743;0,27282095;0;0;0;-0,038321424;-0,030802567;-0,023790671;-0,017383264;-0,012210441;-0,008440671;-0,005742905;-0,00402068;-0,003005811;-0,00236658;-0,001868963;-0,001594255;-0,001640403;-0,001960795;-0,002353695;-0,002641111;-0,002730452;-0,002582294;-0,002260143;-0,001936543;-0,001702479;-0,001537117;-0,001389688;-0,001244996;-0,001094839;-0,000905467;-0,000643639;-0,000220411;0,000461146;0,001672426;0,00395454;0,007495819;0,011322101;0,014162437;0,016270863;0,018531513;0,02149245;0,025983926;0,03099603;0,030825097;0,021785075;0,008133762;-0,005284304;-0,015679043;-0,020533633;-0,019032903;-0,015597745;-0,014660322;-0,01477725;-0,014057117;-0,012307502;-0,010094883;-0,007977758;-0,006319397;-0,005218507;-0,004498256;-0,003843206;-0,003028755;-0,002015651;-0,000744374;0,000808322;0,002677734;0,004989247;0,007984214;0,012041334;0,0177084;0,024520414;0,030171115;0,033944801;0,03643547;0,038083997;0,040029012;0,043418236;0,04947925;0,058613107;0,069908209;0,080359802;0,086676844;0,086949021;0,079633892;0,065818608;0,050567564;0,038362566;0,029441703;0,022044607;0,014962256;0,007196743;-0,001084533;-0,008694973;-0,014184937;-0,017198529;-0,01866772;-0,019153431;-0,018972572;-0,017978769;-0,016063754;-0,013275091;-0,009751901;-0,005914822;-0,002237229;0,000849158;0,002766322;0,003061056;0,001468722;-0,002028976;-0,007195957;-0,013335042;-0,019493338;-0,024989793;-0,029377995;-0,032527492;-0,034442015;-0,035009552;-0,033960592;-0,030991148;-0,025667172;-0,017349886;-0,005249977;0,011057701;0;0;0
0,087651394;0,726535678;0,18581295;0;0;0;-0,039726991;-0,0320292;-0,024709521;-0,017984824;-0,012602467;-0,008705124;-0,005940781;-0,004116867;-0,002998973;-0,002263986;-0,001670675;-0,001348445;-0,001389769;-0,001747485;-0,002177589;-0,002526798;-0,002681773;-0,002540194;-0,002221749;-0,001912516;-0,00169294;-0,0015301;-0,001399007;-0,001279606;-0,001137677;-0,000954962;-0,000715772;-0,000337263;0,000281434;0,001393212;0,003530611;0,006974561;0,010831617;0,013667112;0,0156909;0,01787832;0,020795768;0,025282193;0,031127779;0,032248538;0,024352692;0,011285768;-0,002038378;-0,012940253;-0,018978277;-0,018407892;-0,015667243;-0,015250642;-0,01579324;-0,015213918;-0,013360342;-0,010911871;-0,008544964;-0,006725221;-0,00555665;-0,004833957;-0,004194222;-0,003377005;-0,002342073;-0,001020839;0,000573219;0,002455689;0,004742615;0,00764808;0,011537446;0,016996779;0,023776766;0,029617736;0,033724904;0,036615364;0,038547143;0,040455855;0,043349166;0,048625313;0,056939893;0,067487009;0,077430897;0,083881423;0,085283116;0,080030188;0,068900809;0,056552261;0,046788335;0,039373152;0,032581337;0,0252661;0,01685464;0,00774309;-0,000755649;-0,007272493;-0,011369132;-0,013874997;-0,015496895;-0,01635626;-0,016215;-0,014931198;-0,012516107;-0,009112492;-0,00516637;-0,001178235;0,002312437;0,004681285;0,005261522;0,003770471;4,08E-05;-0,005718905;-0,012735155;-0,020014878;-0,026678909;-0,032205045;-0,03629557;-0,038905803;-0,039908789;-0,039057948;-0,036169231;-0,030897606;-0,022842143;-0,011338569;0,004113894;0;0;0
0,089524321;0,819281161;0,091194548;0;0;0;-0,041126743;-0,033224259;-0,025667474;-0,018703396;-0,013089055;-0,009033617;-0,006180994;-0,004231299;-0,002984527;-0,002139893;-0,001469538;-0,001111124;-0,001163167;-0,001581358;-0,002091975;-0,002486798;-0,002669605;-0,002557151;-0,002255027;-0,001935014;-0,001716849;-0,001597089;-0,001488869;-0,001379222;-0,001235946;-0,001061461;-0,000830626;-0,000478268;7,34E-05;0,001074015;0,003059183;0,006425962;0,010346824;0,013196861;0,015132343;0,017227117;0,02007178;0,024525663;0,031191014;0,033640008;0,026959706;0,014534571;0,001332038;-0,010071198;-0,017337024;-0,017786842;-0,015798029;-0,015927695;-0,016913984;-0,01647675;-0,014485424;-0,011771069;-0,009149509;-0,007133004;-0,005875006;-0,005149399;-0,004523979;-0,003698532;-0,002638323;-0,001277816;0,000376831;0,002297925;0,004570751;0,007383519;0,011098157;0,016336924;0,023065686;0,029106131;0,033569712;0,036916338;0,039223827;0,041264966;0,043889504;0,048556928;0,056079619;0,065742374;0,074963473;0,081314065;0,083720565;0,080656409;0,072501257;0,063383319;0,056418058;0,05067315;0,044462301;0,036811262;0,02750174;0,017244622;0,007561032;-0,00015578;-0,005541444;-0,00922592;-0,012026016;-0,013975412;-0,014749102;-0,014127694;-0,012125924;-0,0088985;-0,004825708;-0,000574548;0,003362965;0,0062325;0,007173553;0,005856056;0,001987092;-0,004194234;-0,011998326;-0,020268068;-0,028020211;-0,034674589;-0,039761908;-0,043174494;-0,044761129;-0,044284005;-0,04159569;-0,036508724;-0,028848052;-0,018129086;-0,003749767;0;0;0
0,080523849;0,368872464;0,550603688;0;0;0;-0,032925945;-0,026487375;-0,020637063;-0,015347903;-0,010957386;-0,007622541;-0,005276138;-0,003881359;-0,003174186;-0,002702743;-0,002309768;-0,00206649;-0,002067821;-0,002255662;-0,002491518;-0,002651631;-0,002668462;-0,002472941;-0,002158298;-0,001860778;-0,001633855;-0,001439988;-0,001234266;-0,001042589;-0,000834128;-0,000601079;-0,000251896;0,000286473;0,001151584;0,002685016;0,005392129;0,00915805;0,01282969;0,015624134;0,017958755;0,020450978;0,023614608;0,02833036;0,030504186;0,026155828;0,013334676;-0,002345854;-0,016152628;-0,024952751;-0,025769536;-0,021295099;-0,015560587;-0,012876349;-0,011572624;-0,010284804;-0,008783887;-0,007250021;-0,005862021;-0,004736498;-0,003887524;-0,003221172;-0,002566929;-0,001842451;-0,000986938;5,67E-05;0,001353868;0,003017596;0,005267905;0,008422313;0,012912325;0,019220386;0,026254414;0,03147652;0,034375582;0,035675678;0,036149815;0,037343226;0,040921282;0,04792209;0,058050904;0,069757521;0,079571098;0,083550707;0,079088152;0,06510447;0,044397812;0,02307499;0,00647049;-0,004218096;-0,010576511;-0,015074613;-0,019532926;-0,024060078;-0,027957166;-0,029893966;-0,029426292;-0,027299022;-0,024588315;-0,021728436;-0,018771665;-0,015724199;-0,012634995;-0,009552369;-0,00669134;-0,004371917;-0,002819758;-0,002217228;-0,002610911;-0,003977917;-0,006167997;-0,008937001;-0,011801872;-0,014263416;-0,016042493;-0,0171343;-0,01769834;-0,017827166;-0,01743396;-0,016121585;-0,013330186;-0,008134874;0,000603252;0,014015963;0,032176919;0;0;0
